,factors,cv_score,cv_score_std
183,"['c11_fcc', 'c12_sc']",-348.56411242532783,305.2090619755598
940,"['lattice_constant_sc', 'bulk_modulus_bcc', 'surface_energy_100_fcc']",-348.6000349000068,322.0822092224523
444,"['lattice_constant_bcc', 'bulk_modulus_sc', 'c12_bcc']",-348.6484698527354,318.61805048115
886,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-348.65326447392823,332.99397612278
2345,"['c12_bcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-348.7147535541921,339.9565746880465
2448,"['c12_fcc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-348.7362661648722,335.14671022913893
2046,"['c11_fcc', 'c44_bcc', 'cohesive_energy_fcc']",-348.83313280632416,356.74684546387005
2646,"['c44_bcc', 'extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-348.83590066990655,338.7409518209564
2581,"['c12_sc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-348.86991092057036,304.13449305887934
2795,"['cohesive_energy_fcc', 'surface_energy_100_fcc', 'ideal_surface_energy_100_fcc']",-348.89479717924786,339.5542891476776
53,"['lattice_constant_fcc', 'bulk_modulus_fcc']",-348.90859108398365,313.13826005279134
703,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c44_bcc']",-348.9465163230719,340.55675617111
2661,"['c44_bcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-348.9711043161823,318.7488768988106
1807,"['bulk_modulus_sc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-348.98211157833384,307.60088575881935
1080,"['lattice_constant_sc', 'c12_sc', 'surface_energy_100_fcc']",-348.9849671353803,317.04460840859394
1152,"['lattice_constant_sc', 'ideal_surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-348.989108944493,327.8101399429981
2505,"['c12_sc', 'c44_bcc', 'relaxed_formation_potential_energy_fcc']",-349.00810049124834,305.9057125982397
2076,"['c11_fcc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",-349.00885584542914,315.6245797202224
669,"['lattice_constant_fcc', 'lattice_constant_sc', 'unstable_stack_energy_slip_fraction_fcc']",-349.0719848378921,342.93199766534696
1114,"['lattice_constant_sc', 'c44_sc', 'cohesive_energy_fcc']",-349.09874089864905,313.74738996055754
74,"['lattice_constant_fcc', 'relaxation_volume_fcc']",-349.1086470779929,335.95156748661526
561,"['lattice_constant_bcc', 'c44_bcc', 'c44_sc']",-349.1910761621274,349.1284634848809
2474,"['c12_fcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-349.2167195204042,321.4356916368377
907,"['lattice_constant_fcc', 'extr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-349.2301984845165,336.7861510334614
979,"['lattice_constant_sc', 'bulk_modulus_sc', 'cohesive_energy_fcc']",-349.42288283604165,314.9300191155067
54,"['lattice_constant_fcc', 'bulk_modulus_sc']",-349.5224005605284,328.12307727383234
2498,"['c12_sc', 'c44_bcc', 'cohesive_energy_fcc']",-349.5264241671457,336.0493977771819
959,"['lattice_constant_sc', 'bulk_modulus_fcc', 'cohesive_energy_fcc']",-349.61338556961215,313.4845860881441
680,"['lattice_constant_fcc', 'bulk_modulus_bcc', 'c12_fcc']",-349.6176376511906,320.561833335798
1141,"['lattice_constant_sc', 'thermal_expansion_coeff_fcc', 'unrelaxed_formation_potential_energy_fcc']",-349.6391199006353,321.74298650631954
1443,"['bulk_modulus_fcc', 'c11_bcc', 'extr_stack_fault_energy_fcc']",-349.6698751234918,360.49472171098705
738,"['lattice_constant_fcc', 'c11_bcc', 'c11_sc']",-349.69457408484334,293.4298707387507
2286,"['c12_bcc', 'c12_sc', 'c44_bcc']",-349.6951415068636,349.149808143118
2222,"['c11_sc', 'cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-349.70737442916266,308.800296951804
2842,"['thermal_expansion_coeff_fcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-349.73115583904365,315.78526707975374
2613,"['c44_bcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-349.7934604459348,391.8515545529638
2568,"['c12_sc', 'extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-349.7983359388548,307.2807955246304
2086,"['c11_fcc', 'cohesive_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-349.79993864617893,326.996427038465
822,"['lattice_constant_fcc', 'c12_sc', 'c44_bcc']",-349.86283657717337,333.3758331639985
2308,"['c12_bcc', 'c44_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-349.87884334813043,338.40003409690735
2380,"['c12_bcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-349.9141163748003,405.9244294089886
1052,"['lattice_constant_sc', 'c12_bcc', 'ideal_surface_energy_100_fcc']",-349.9675389247197,322.71371801195306
256,"['c12_sc', 'relaxed_formation_potential_energy_fcc']",-349.9942867452494,303.40396339781734
187,"['c11_fcc', 'cohesive_energy_fcc']",-350.083354746133,340.4455591222866
2738,"['c44_sc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-350.13660898391595,337.864715199675
777,"['lattice_constant_fcc', 'c11_sc', 'c44_bcc']",-350.31992105304914,305.9599834635824
1240,"['bulk_modulus_bcc', 'c11_fcc', 'c11_sc']",-350.34185598087845,289.54560276098044
2053,"['c11_fcc', 'c44_bcc', 'relaxed_formation_potential_energy_fcc']",-350.35994469581857,329.614162339985
51,"['lattice_constant_fcc', 'lattice_constant_sc']",-350.36882997200183,344.20967000035495
1194,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'extr_stack_fault_energy_fcc']",-350.48656330100135,361.8708988232545
303,"['cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-350.6617717368866,340.646979949677
784,"['lattice_constant_fcc', 'c11_sc', 'extr_stack_fault_energy_fcc']",-350.7380994017489,297.4024385754762
70,"['lattice_constant_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-350.7646978702944,332.58886911312413
1811,"['c11_bcc', 'c11_fcc', 'c11_sc']",-350.7912545002914,289.1753494875519
941,"['lattice_constant_sc', 'bulk_modulus_bcc', 'ideal_surface_energy_100_fcc']",-350.8796377921612,320.8238582985634
1358,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'ideal_surface_energy_100_fcc']",-350.9068386412067,336.23171206869546
1000,"['lattice_constant_sc', 'c11_bcc', 'surface_energy_100_fcc']",-350.96238275967306,318.08632332948144
844,"['lattice_constant_fcc', 'c44_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-350.9654321614396,318.55785424692834
1982,"['c11_fcc', 'c11_sc', 'c12_bcc']",-351.0203171621562,288.935959398265
55,"['lattice_constant_fcc', 'c11_bcc']",-351.05544495392354,339.2881379073558
1643,"['bulk_modulus_sc', 'c11_fcc', 'c12_sc']",-351.0688351510624,269.12176186437694
2036,"['c11_fcc', 'c12_sc', 'ideal_surface_energy_100_fcc']",-351.07344265867494,304.3624081876524
2784,"['c44_sc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-351.14447448071263,310.960735823629
2035,"['c11_fcc', 'c12_sc', 'surface_energy_100_fcc']",-351.15317983023675,304.570244263959
1984,"['c11_fcc', 'c11_sc', 'c12_sc']",-351.15583278972326,269.0049478506125
732,"['lattice_constant_fcc', 'bulk_modulus_sc', 'unstable_stack_energy_slip_fraction_fcc']",-351.165370447675,323.1692594509011
1709,"['bulk_modulus_sc', 'c12_sc', 'cohesive_energy_fcc']",-351.19596324581397,290.021467585805
1647,"['bulk_modulus_sc', 'c11_fcc', 'cohesive_energy_fcc']",-351.2162479378051,343.4773929283656
2577,"['c12_sc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",-351.2507225670853,304.64531133790285
1640,"['bulk_modulus_sc', 'c11_fcc', 'c11_sc']",-351.3074254449055,268.7760616100437
1626,"['bulk_modulus_sc', 'c11_bcc', 'c44_bcc']",-351.3132051385943,321.8918617043453
831,"['lattice_constant_fcc', 'c12_sc', 'unstable_stack_energy_slip_fraction_fcc']",-351.31672009339826,328.9281540235265
755,"['lattice_constant_fcc', 'c11_bcc', 'relaxation_volume_fcc']",-351.3463094772923,335.6873107473199
696,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'bulk_modulus_sc']",-351.34725974721164,315.488016947337
349,"['unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-351.3646738767247,310.98773235111867
2301,"['c12_bcc', 'c44_bcc', 'c44_sc']",-351.3771520906516,349.937753369717
1569,"['bulk_modulus_fcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-351.40324970569077,373.5250234938269
1379,"['bulk_modulus_bcc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-351.4055887707809,305.1420111700746
1081,"['lattice_constant_sc', 'c12_sc', 'ideal_surface_energy_100_fcc']",-351.40742359785713,315.86957427582564
1832,"['c11_bcc', 'c11_sc', 'c44_bcc']",-351.49945642175436,300.1644091618509
675,"['lattice_constant_fcc', 'bulk_modulus_bcc', 'bulk_modulus_sc']",-351.5229590678677,325.8669840519725
1494,"['bulk_modulus_fcc', 'c12_bcc', 'extr_stack_fault_energy_fcc']",-351.53415375493654,363.4058477392298
194,"['c11_fcc', 'relaxed_formation_potential_energy_fcc']",-351.5971146928791,318.98300123259975
1664,"['bulk_modulus_sc', 'c11_sc', 'cohesive_energy_fcc']",-351.7431878739574,289.4802178040994
653,"['lattice_constant_fcc', 'lattice_constant_sc', 'bulk_modulus_sc']",-351.8074489576645,344.36250166259885
2040,"['c11_fcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-351.8158007521535,288.1886754862607
2775,"['c44_sc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-351.8191817630871,390.14902357828623
2081,"['c11_fcc', 'cohesive_energy_fcc', 'surface_energy_100_fcc']",-351.8400241417325,335.7394908002682
750,"['lattice_constant_fcc', 'c11_bcc', 'unstable_stack_energy_fcc']",-351.8503720397182,426.33619269070016
786,"['lattice_constant_fcc', 'c11_sc', 'unstable_stack_energy_slip_fraction_fcc']",-351.8695371728425,297.026738535276
871,"['lattice_constant_fcc', 'c44_sc', 'relaxation_volume_fcc']",-351.8917811408081,340.5333824779958
63,"['lattice_constant_fcc', 'c44_sc']",-351.9138202832257,343.37882881324686
1162,"['lattice_constant_sc', 'extr_stack_fault_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-351.914086335288,317.5041506545862
1950,"['c11_bcc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-351.91965314706704,300.4577172322619
57,"['lattice_constant_fcc', 'c11_sc']",-351.9372170291952,296.7674553914035
2943,"['unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-352.001299059962,307.1687333836795
1989,"['c11_fcc', 'c11_sc', 'thermal_expansion_coeff_fcc']",-352.03355315880765,300.20121556131687
52,"['lattice_constant_fcc', 'bulk_modulus_bcc']",-352.04393776693996,338.573492334328
2099,"['c11_fcc', 'surface_energy_100_fcc', 'ideal_surface_energy_100_fcc']",-352.0839260983552,330.3723495500049
1006,"['lattice_constant_sc', 'c11_bcc', 'unrelaxed_formation_potential_energy_fcc']",-352.1900755154354,313.2202163753423
2103,"['c11_fcc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-352.2061146241315,317.6090337743337
705,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c44_sc']",-352.21481585363773,316.8562705754017
2732,"['c44_sc', 'cohesive_energy_fcc', 'surface_energy_100_fcc']",-352.21673272808425,341.6081707655872
2110,"['c11_fcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-352.33075239451324,317.95118468516995
2464,"['c12_fcc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-352.3735007059474,313.1288574016573
2082,"['c11_fcc', 'cohesive_energy_fcc', 'ideal_surface_energy_100_fcc']",-352.3990678196645,337.3333187301971
1716,"['bulk_modulus_sc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-352.4252025752138,286.02713085764805
920,"['lattice_constant_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-352.4669944365539,330.75743871367365
1763,"['bulk_modulus_sc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-352.6062417628228,342.8856440336207
1654,"['bulk_modulus_sc', 'c11_fcc', 'relaxed_formation_potential_energy_fcc']",-352.6378255021912,321.45106086286324
730,"['lattice_constant_fcc', 'bulk_modulus_sc', 'extr_stack_fault_energy_fcc']",-352.7108415970608,330.193506499472
2039,"['c11_fcc', 'c12_sc', 'unstable_stack_energy_slip_fraction_fcc']",-352.7210613428496,307.1469831847182
1386,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-352.7444247080021,304.58772365200934
2414,"['c12_fcc', 'c44_bcc', 'relaxed_formation_potential_energy_fcc']",-352.76587912624325,329.63569175212547
839,"['lattice_constant_fcc', 'c44_bcc', 'thermal_expansion_coeff_fcc']",-352.7735431006542,360.2751898801392
1848,"['c11_bcc', 'c12_bcc', 'c44_bcc']",-352.8160211902803,338.21323019959954
532,"['lattice_constant_bcc', 'c12_fcc', 'c44_bcc']",-352.8683743933507,353.4861065924597
2456,"['c12_fcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-352.86906634853045,325.27266192705923
1928,"['c11_bcc', 'cohesive_energy_fcc', 'surface_energy_100_fcc']",-352.88033653618686,330.39712484085567
2528,"['c12_sc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",-352.896818091162,303.65687933143005
774,"['lattice_constant_fcc', 'c11_sc', 'c12_bcc']",-352.9042292726811,298.882747282253
311,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-352.93607871804954,321.4575497515597
563,"['lattice_constant_bcc', 'c44_bcc', 'thermal_expansion_coeff_fcc']",-352.94986115747133,362.31529159821235
7,['c11_fcc'],-352.9546480590334,332.78967075917586
946,"['lattice_constant_sc', 'bulk_modulus_bcc', 'unrelaxed_formation_potential_energy_fcc']",-352.9644875105529,316.1891762590567
1957,"['c11_bcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-353.06195764680484,300.3370177297282
1033,"['lattice_constant_sc', 'c11_sc', 'cohesive_energy_fcc']",-353.1068846395143,286.43135265839317
966,"['lattice_constant_sc', 'bulk_modulus_fcc', 'relaxed_formation_potential_energy_fcc']",-353.1556082338831,314.2770892628408
408,"['lattice_constant_bcc', 'bulk_modulus_bcc', 'c44_sc']",-353.1833282779081,351.72286003566086
673,"['lattice_constant_fcc', 'lattice_constant_sc', 'relaxation_volume_fcc']",-353.25038739175176,348.58691092599315
2471,"['c12_fcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-353.347640422959,312.65435536060056
297,"['cohesive_energy_fcc', 'surface_energy_100_fcc']",-353.372853752648,341.5927077067505
186,"['c11_fcc', 'c44_sc']",-353.39385820991566,330.4223810427103
1144,"['lattice_constant_sc', 'surface_energy_100_fcc', 'ideal_surface_energy_100_fcc']",-353.44235436525685,321.6555244228761
736,"['lattice_constant_fcc', 'bulk_modulus_sc', 'relaxation_volume_fcc']",-353.49536944184416,321.8370986237279
60,"['lattice_constant_fcc', 'c12_sc']",-353.5220166370394,328.91037319349766
1001,"['lattice_constant_sc', 'c11_bcc', 'ideal_surface_energy_100_fcc']",-353.5305499545945,317.1486435595168
1894,"['c11_bcc', 'c44_bcc', 'thermal_expansion_coeff_fcc']",-353.5919603799161,341.4295805676329
68,"['lattice_constant_fcc', 'extr_stack_fault_energy_fcc']",-353.6002885465305,339.2846709612613
969,"['lattice_constant_sc', 'bulk_modulus_fcc', 'relaxation_volume_fcc']",-353.63481222620993,316.62780507802927
2087,"['c11_fcc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-353.639378928324,336.2812879535828
2085,"['c11_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-353.6822715954698,334.91630807888663
499,"['lattice_constant_bcc', 'c11_sc', 'c12_fcc']",-353.691099563075,297.557328027311
184,"['c11_fcc', 'c44_bcc']",-353.72394565859076,348.70372346807864
1929,"['c11_bcc', 'cohesive_energy_fcc', 'ideal_surface_energy_100_fcc']",-353.73843635489936,334.9177436349292
2169,"['c11_sc', 'c12_sc', 'cohesive_energy_fcc']",-353.7494041442615,288.34902836384117
1057,"['lattice_constant_sc', 'c12_bcc', 'unrelaxed_formation_potential_energy_fcc']",-353.82182464879793,318.52898415801127
695,"['lattice_constant_fcc', 'bulk_modulus_bcc', 'relaxation_volume_fcc']",-353.84041150888487,336.4623811830928
2733,"['c44_sc', 'cohesive_energy_fcc', 'ideal_surface_energy_100_fcc']",-353.8423791054777,346.118709047856
1671,"['bulk_modulus_sc', 'c11_sc', 'relaxed_formation_potential_energy_fcc']",-353.8654775356724,287.1588507709226
1099,"['lattice_constant_sc', 'c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",-353.8976883544883,331.3536832515071
2387,"['c12_bcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-353.94124477888624,311.9695913820749
2870,"['surface_energy_100_fcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-354.10649755553436,311.7458079981008
2754,"['c44_sc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-354.1169994795518,311.85700219109265
2125,"['c11_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",-354.11744180405776,317.05267034890045
817,"['lattice_constant_fcc', 'c12_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-354.144803694443,315.8950974946612
1226,"['bulk_modulus_bcc', 'c11_bcc', 'c44_bcc']",-354.20007484612495,336.09262173692196
2071,"['c11_fcc', 'c44_sc', 'surface_energy_100_fcc']",-354.20804218479157,326.3194019684958
2800,"['cohesive_energy_fcc', 'surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc']",-354.2665040731227,331.5747456806092
835,"['lattice_constant_fcc', 'c12_sc', 'relaxation_volume_fcc']",-354.2706112383238,328.74368635672437
2617,"['c44_bcc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-354.2890735224142,357.5278433343028
1149,"['lattice_constant_sc', 'surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc']",-354.33101454710817,313.6678200977403
2176,"['c11_sc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-354.33345055236225,286.4889788597416
790,"['lattice_constant_fcc', 'c11_sc', 'relaxation_volume_fcc']",-354.3505353780815,292.2140364384185
1617,"['bulk_modulus_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-354.50740296866877,317.7055784547779
1942,"['c11_bcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-354.51882490420536,323.3223351810222
189,"['c11_fcc', 'surface_energy_100_fcc']",-354.5475255663901,327.33738983996585
1586,"['bulk_modulus_fcc', 'surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-354.5694499842563,342.33308980661985
89,"['lattice_constant_sc', 'surface_energy_100_fcc']",-354.5697894599136,320.3683083577677
1757,"['bulk_modulus_sc', 'cohesive_energy_fcc', 'surface_energy_100_fcc']",-354.65924433208886,341.03256479475533
1321,"['bulk_modulus_bcc', 'c44_bcc', 'c44_sc']",-354.685140607357,343.3030407160776
2796,"['cohesive_energy_fcc', 'surface_energy_100_fcc', 'extr_stack_fault_energy_fcc']",-354.72894332579125,347.0742358552661
1972,"['c11_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",-354.7329489348403,314.88446276516447
1401,"['bulk_modulus_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxed_formation_potential_energy_fcc']",-354.7648674557239,319.5424587902093
1722,"['bulk_modulus_sc', 'c44_bcc', 'cohesive_energy_fcc']",-354.78595578332494,387.3307535560809
690,"['lattice_constant_fcc', 'bulk_modulus_bcc', 'unstable_stack_energy_fcc']",-354.7940728559692,419.8932960444487
190,"['c11_fcc', 'ideal_surface_energy_100_fcc']",-354.85698896200824,328.9772322398527
1584,"['bulk_modulus_fcc', 'thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",-354.86281279058505,326.5134118983684
2555,"['c12_sc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-354.8778278268942,292.3393819114393
2812,"['cohesive_energy_fcc', 'extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-354.8915755653572,330.69516582087016
1809,"['bulk_modulus_sc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-354.9151192961312,311.2617171347512
2533,"['c12_sc', 'cohesive_energy_fcc', 'surface_energy_100_fcc']",-354.9390304925057,313.5112119210005
2216,"['c11_sc', 'cohesive_energy_fcc', 'thermal_expansion_coeff_fcc']",-354.99090516669247,317.71572782373676
2746,"['c44_sc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-355.0092657028501,323.3392471900202
2807,"['cohesive_energy_fcc', 'ideal_surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc']",-355.08483148322006,334.0689570257533
2663,"['c44_bcc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-355.1278064915786,328.29968610557086
911,"['lattice_constant_fcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-355.1815923361528,337.39177881758565
1976,"['c11_bcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-355.2427347328654,312.08297077275114
2761,"['c44_sc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-355.2789517353168,312.8303617154035
1449,"['bulk_modulus_fcc', 'c11_bcc', 'relaxation_volume_fcc']",-355.3142021337848,302.4523075475125
1156,"['lattice_constant_sc', 'ideal_surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc']",-355.3211286521003,314.3217860201157
2072,"['c11_fcc', 'c44_sc', 'ideal_surface_energy_100_fcc']",-355.33807045537515,327.0200327029943
2351,"['c12_bcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-355.3437210790905,320.89078589937424
2077,"['c11_fcc', 'c44_sc', 'unrelaxed_formation_potential_energy_fcc']",-355.4100191554993,324.21255961586996
2659,"['c44_bcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-355.4449611737939,320.86965819942367
298,"['cohesive_energy_fcc', 'ideal_surface_energy_100_fcc']",-355.49898006279994,346.1113077418241
725,"['lattice_constant_fcc', 'bulk_modulus_sc', 'c44_sc']",-355.5144660428829,333.08567457440796
720,"['lattice_constant_fcc', 'bulk_modulus_sc', 'c12_bcc']",-355.5687492315574,323.91245755313867
195,"['c11_fcc', 'unrelaxed_formation_potential_energy_fcc']",-355.6644206354947,328.04838475723903
1143,"['lattice_constant_sc', 'thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",-355.6820201075652,329.5506375171312
2041,"['c11_fcc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",-355.72091945981674,293.8886124645226
1963,"['c11_bcc', 'extr_stack_fault_energy_fcc', 'relaxed_formation_potential_energy_fcc']",-355.74787250693174,316.385077841769
2337,"['c12_bcc', 'cohesive_energy_fcc', 'surface_energy_100_fcc']",-355.7492387916284,337.2031973767905
176,"['c11_bcc', 'relaxed_formation_potential_energy_fcc']",-355.76374245674845,313.55934195043136
744,"['lattice_constant_fcc', 'c11_bcc', 'c44_sc']",-355.81435183750625,344.89307354263894
1644,"['bulk_modulus_sc', 'c11_fcc', 'c44_bcc']",-355.8273008053957,351.5993333067511
319,"['surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-355.87198130363316,310.78104172282553
95,"['lattice_constant_sc', 'unrelaxed_formation_potential_energy_fcc']",-355.88915415538844,317.37392408750736
865,"['lattice_constant_fcc', 'c44_sc', 'extr_stack_fault_energy_fcc']",-355.92083232960465,344.4685507735889
662,"['lattice_constant_fcc', 'lattice_constant_sc', 'c44_sc']",-355.95259322374085,348.17159614900714
1529,"['bulk_modulus_fcc', 'c12_sc', 'relaxation_volume_fcc']",-355.99626562810516,314.36352364049765
779,"['lattice_constant_fcc', 'c11_sc', 'c44_sc']",-356.0140412175422,303.30886111728233
2359,"['c12_bcc', 'surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-356.0348484640118,310.4253593323738
1371,"['bulk_modulus_bcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-356.0451915936905,320.71883060020565
2048,"['c11_fcc', 'c44_bcc', 'surface_energy_100_fcc']",-356.04896689666464,342.5425224563037
1523,"['bulk_modulus_fcc', 'c12_sc', 'extr_stack_fault_energy_fcc']",-356.0743514882593,308.3768809631307
2562,"['c12_sc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-356.17097113694774,291.2960024488248
1072,"['lattice_constant_sc', 'c12_fcc', 'unrelaxed_formation_potential_energy_fcc']",-356.1755671675867,321.9057090218792
2610,"['c44_bcc', 'cohesive_energy_fcc', 'thermal_expansion_coeff_fcc']",-356.18353938519397,384.6138947051738
142,"['bulk_modulus_sc', 'c11_fcc']",-356.4719555667905,334.3245753167104
953,"['lattice_constant_sc', 'bulk_modulus_fcc', 'c12_bcc']",-356.4747494347364,311.0828651543224
2049,"['c11_fcc', 'c44_bcc', 'ideal_surface_energy_100_fcc']",-356.49220191959745,344.14927754382404
1771,"['bulk_modulus_sc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-356.52024355266343,322.88255351146876
59,"['lattice_constant_fcc', 'c12_fcc']",-356.552862898037,326.88172271424236
821,"['lattice_constant_fcc', 'c12_fcc', 'relaxation_volume_fcc']",-356.5564037319438,325.8736687481069
2625,"['c44_bcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-356.58134644511154,335.07603683245
1405,"['bulk_modulus_bcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-356.65701361638565,314.30731835808376
699,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c11_sc']",-356.695507710089,295.7243205382292
1769,"['bulk_modulus_sc', 'thermal_expansion_coeff_fcc', 'unstable_stack_energy_fcc']",-356.74826783274443,427.4837674813646
1040,"['lattice_constant_sc', 'c11_sc', 'relaxed_formation_potential_energy_fcc']",-356.77366591418956,295.73170190210084
2054,"['c11_fcc', 'c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",-356.7825874418435,341.2700414147445
1200,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'relaxation_volume_fcc']",-356.80934029133596,317.01325758986593
90,"['lattice_constant_sc', 'ideal_surface_energy_100_fcc']",-356.8164909595579,320.9716386279402
2296,"['c12_bcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-356.8304690869125,309.0221143631695
927,"['lattice_constant_sc', 'bulk_modulus_bcc', 'bulk_modulus_fcc']",-356.90562721719635,309.2260010949582
2822,"['cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'unrelaxed_formation_potential_energy_fcc']",-356.9300221944626,334.9160541620153
