,factors,cv_score,cv_score_std
1004,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'c11_sc']",-437.37582654538585,114.73228140349691
799,"['surface_energy_100_fcc', 'c44_sc', 'unstable_stack_energy_fcc']",-437.37846269129477,157.42220824768924
2739,"['relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-437.39201340160525,114.9111145608851
1349,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-437.41521396947417,140.94375451001684
1962,"['lattice_constant_bcc', 'extr_stack_fault_energy_fcc', 'c11_sc']",-437.4569938575275,122.32828982777673
752,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",-437.51042917432704,151.6682497919165
2457,"['c12_sc', 'unrelaxed_formation_potential_energy_fcc', 'c11_fcc']",-437.5577759729688,141.2271288245692
1598,"['bulk_modulus_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-437.5707580393857,219.3971010346548
323,"['unstable_stack_energy_fcc', 'extr_stack_fault_energy_fcc']",-437.59086782750074,190.67717635144996
1947,"['lattice_constant_bcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-437.59140945861725,141.1634089708436
577,"['c11_bcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-437.62634137038725,182.03618119764965
737,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'thermal_expansion_coeff_fcc']",-437.65449376969417,145.5654005338328
1937,"['lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc', 'c12_fcc']",-437.6730046703378,135.05913989093273
73,"['surface_energy_100_fcc', 'relaxation_volume_fcc']",-437.67326487799374,144.27661425882945
2870,"['c12_fcc', 'unstable_stack_energy_fcc', 'lattice_constant_sc']",-437.728092573299,148.17202451808967
2761,"['relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc', 'lattice_constant_sc']",-437.73811299531127,158.89983234745614
2841,"['unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc', 'c11_sc']",-437.7888479263101,148.00017830477094
878,"['surface_energy_100_fcc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-437.85925485394847,137.79149643844323
2781,"['relaxed_formation_potential_energy_fcc', 'lattice_constant_sc', 'relaxation_volume_fcc']",-437.8687511592554,131.31660739403435
1492,"['bulk_modulus_fcc', 'c44_sc', 'c12_fcc']",-437.9670613943587,117.63808674737292
2750,"['relaxed_formation_potential_energy_fcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-437.97385364654906,193.1612080378221
1369,"['lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-438.19684234586094,146.62564599332356
345,"['lattice_constant_sc', 'c11_fcc']",-438.2441367534645,110.53997471699623
1930,"['lattice_constant_bcc', 'cohesive_energy_fcc', 'extr_stack_fault_energy_fcc']",-438.2860237037404,115.06058571196407
2428,"['c12_sc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-438.29656159141433,139.17739575480974
810,"['surface_energy_100_fcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-438.3046367068736,139.62470240291972
693,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'c11_fcc']",-438.31661708766086,126.0422045531663
1218,"['lattice_constant_fcc', 'c44_bcc', 'c11_fcc']",-438.51188369775116,143.26985093645845
989,"['bulk_modulus_bcc', 'c44_bcc', 'bulk_modulus_sc']",-438.54841385909737,152.86017292129867
926,"['surface_energy_100_fcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-438.57787323414385,126.1774801449482
2458,"['c12_sc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-438.63730621632106,123.77744080650514
915,"['surface_energy_100_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-438.64677094282257,135.1846242579167
133,"['bulk_modulus_fcc', 'unstable_stack_energy_fcc']",-438.67836047984855,168.41189225891318
1365,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-438.68661935335837,121.53622090879163
1805,"['c44_bcc', 'lattice_constant_sc', 'c11_fcc']",-438.71820292484205,117.8385792691619
2719,"['ideal_surface_energy_100_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-438.7267211138134,136.3764841839775
2918,"['extr_stack_fault_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_fcc']",-438.78893905737357,109.87542432060266
2726,"['ideal_surface_energy_100_fcc', 'lattice_constant_sc', 'relaxation_volume_fcc']",-438.8207101181541,128.44578199500293
697,"['surface_energy_100_fcc', 'bulk_modulus_fcc', 'lattice_constant_bcc']",-438.8902066114572,153.34633376450594
352,"['c11_bcc', 'surface_energy_100_fcc', 'lattice_constant_fcc']",-438.9655341660947,132.60339303079715
2922,"['extr_stack_fault_energy_fcc', 'c11_sc', 'c11_fcc']",-438.97954819276026,117.09734070516149
1977,"['lattice_constant_bcc', 'lattice_constant_sc', 'relaxation_volume_fcc']",-439.0067828459836,176.31434593776206
927,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'bulk_modulus_fcc']",-439.3369032571093,124.13588991168047
694,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'relaxation_volume_fcc']",-439.33979344798894,123.96152474362522
373,"['c11_bcc', 'surface_energy_100_fcc', 'relaxation_volume_fcc']",-439.339902987412,120.53556088145335
283,"['ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-439.4040980597602,130.64184014336087
749,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'extr_stack_fault_energy_fcc']",-439.43353960644396,153.84579138989312
109,"['lattice_constant_fcc', 'cohesive_energy_fcc']",-439.46128545452063,112.68763601493632
651,"['surface_energy_100_fcc', 'bulk_modulus_bcc', 'lattice_constant_fcc']",-439.4848525496689,151.17366456821134
1342,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'c11_fcc']",-439.50104838759665,134.80166239728803
1939,"['lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-439.5584380854053,143.27115479623583
1227,"['lattice_constant_fcc', 'lattice_constant_bcc', 'ideal_surface_energy_100_fcc']",-439.67322173437674,140.59701351142348
457,"['c11_bcc', 'c44_bcc', 'lattice_constant_sc']",-439.75029331711664,140.87733701675475
2861,"['unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc', 'c11_fcc']",-439.7766295931706,116.52678913749081
1350,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-439.83561151734017,122.04471628123828
1280,"['lattice_constant_fcc', 'c44_sc', 'cohesive_energy_fcc']",-439.8547594068474,135.31268856574687
1348,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-439.97233808876825,180.8119275146018
1404,"['lattice_constant_fcc', 'c11_sc', 'bulk_modulus_sc']",-440.04194037565543,114.19694734215356
1816,"['lattice_constant_bcc', 'thermal_expansion_coeff_fcc', 'ideal_surface_energy_100_fcc']",-440.0774660520392,151.79658247018438
1854,"['lattice_constant_bcc', 'c44_sc', 'unstable_stack_energy_fcc']",-440.1379986642513,183.78517400488573
2088,"['thermal_expansion_coeff_fcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-440.15412688886784,129.7404840963506
2243,"['c12_bcc', 'unstable_stack_energy_fcc', 'extr_stack_fault_energy_fcc']",-440.1547425012986,193.4788961087103
690,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-440.22654005057245,146.08552028768554
859,"['surface_energy_100_fcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-440.23023502492725,128.94545541470148
944,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'c11_sc']",-440.40171220983467,116.73902393460946
1181,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'lattice_constant_bcc']",-440.4138800188751,139.8626195386419
1102,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-440.46414315547656,164.1489098528039
2069,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc']",-440.46665199533686,152.35870245570845
1449,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'bulk_modulus_sc']",-440.49823104974774,131.87936326498973
2117,"['thermal_expansion_coeff_fcc', 'extr_stack_fault_energy_fcc', 'c11_fcc']",-440.51037879509363,142.3730213094312
2678,"['ideal_surface_energy_100_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-440.5550409417193,171.34657610319343
1834,"['lattice_constant_bcc', 'c12_bcc', 'relaxed_formation_potential_energy_fcc']",-440.8934682251813,147.48569668137077
819,"['surface_energy_100_fcc', 'c12_sc', 'c11_fcc']",-440.9075106215137,139.6976970745293
1133,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-440.96697100248633,167.04031884119004
1373,"['lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-440.9803230747515,140.96835056676662
2441,"['c12_sc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-440.9956939766411,133.4202178440863
2823,"['cohesive_energy_fcc', 'c11_sc', 'relaxation_volume_fcc']",-441.082431724789,101.01488475639904
1301,"['lattice_constant_fcc', 'c12_sc', 'c11_sc']",-441.17947840329305,100.37501462977775
1836,"['lattice_constant_bcc', 'c12_bcc', 'unrelaxed_formation_potential_energy_fcc']",-441.2068005705413,156.9579197391116
1190,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'cohesive_energy_fcc']",-441.34962739113996,133.81578028983273
2779,"['relaxed_formation_potential_energy_fcc', 'c11_sc', 'bulk_modulus_sc']",-441.46048378418357,115.2071484572178
988,"['bulk_modulus_bcc', 'c44_bcc', 'relaxation_volume_fcc']",-441.5347855410056,129.79234304518718
593,"['c11_bcc', 'relaxed_formation_potential_energy_fcc', 'c11_fcc']",-441.59661622797904,119.0763703209886
2132,"['thermal_expansion_coeff_fcc', 'c11_fcc', 'relaxation_volume_fcc']",-441.61578593286885,167.4346859509474
1662,"['c44_bcc', 'c12_bcc', 'ideal_surface_energy_100_fcc']",-441.6341244691352,190.34301425518169
1929,"['lattice_constant_bcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-441.7407463105591,169.29395879456953
2747,"['relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_fcc']",-441.793747317461,131.07529910975194
1183,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c12_bcc']",-441.81213088164435,117.73511446162574
909,"['surface_energy_100_fcc', 'extr_stack_fault_energy_fcc', 'c11_fcc']",-441.82036500431764,131.84671790602735
1236,"['lattice_constant_fcc', 'lattice_constant_bcc', 'lattice_constant_sc']",-441.9053289883677,157.9172298829661
1305,"['lattice_constant_fcc', 'c12_sc', 'bulk_modulus_sc']",-441.92723016152775,117.4097758757185
695,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'bulk_modulus_sc']",-441.9350317511147,136.25433284550112
689,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'extr_stack_fault_energy_fcc']",-441.95320021391734,157.62833329377952
739,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'c44_sc']",-442.0092085362639,149.18682513129
928,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'c44_bcc']",-442.01605966177766,120.38384729347626
1364,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-442.11849897141127,123.80981556362693
1281,"['lattice_constant_fcc', 'c44_sc', 'unrelaxed_formation_potential_energy_fcc']",-442.1341287230351,131.45883238374307
1912,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'lattice_constant_sc']",-442.13775705593446,149.29284115937747
2474,"['c12_sc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-442.1412268215845,150.35590588933607
1235,"['lattice_constant_fcc', 'lattice_constant_bcc', 'c11_sc']",-442.1602803349303,114.16167354804806
1408,"['lattice_constant_fcc', 'c11_fcc', 'relaxation_volume_fcc']",-442.1817589844937,141.34502175720797
367,"['c11_bcc', 'surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-442.1889696609205,281.24877931359475
1362,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-442.2532052627679,158.06169455031144
939,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc']",-442.28569867918964,137.31784753609202
1433,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'c44_sc']",-442.35038970544036,142.24180904319542
1547,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-442.4096526580554,241.682775766322
889,"['surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-442.42961769212775,125.21786680471492
2776,"['relaxed_formation_potential_energy_fcc', 'c11_sc', 'lattice_constant_sc']",-442.4522624151012,143.62557861313013
868,"['surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-442.4541578570973,139.06732206142854
1868,"['lattice_constant_bcc', 'c12_sc', 'c12_fcc']",-442.4609995548578,133.33990974993
2422,"['c12_sc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-442.4704158531703,163.36165041449905
1960,"['lattice_constant_bcc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-442.49581698209545,149.94520337549284
2950,"['c11_fcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-442.5278317896188,134.32585359400179
2418,"['c12_sc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-442.6064896597548,132.0043181137063
2436,"['c12_sc', 'relaxed_formation_potential_energy_fcc', 'c11_sc']",-442.6750118342661,116.8119013012766
1437,"['bulk_modulus_fcc', 'lattice_constant_bcc', 'ideal_surface_energy_100_fcc']",-442.6963367064642,140.6288206396422
1694,"['c44_bcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-442.7535038568934,138.46229781584086
1352,"['lattice_constant_fcc', 'relaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-442.75541258644756,140.91705467569471
2746,"['relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-442.82786927916203,141.21485506753757
407,"['c11_bcc', 'lattice_constant_fcc', 'ideal_surface_energy_100_fcc']",-442.8640098666535,118.16199650825506
2737,"['relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-442.94048333132287,129.3692499063612
662,"['surface_energy_100_fcc', 'bulk_modulus_bcc', 'relaxed_formation_potential_energy_fcc']",-443.03025132581377,142.42153408401134
110,"['lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc']",-443.1713357677381,125.72473761354773
1335,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc']",-443.22714647188656,133.16494361419512
1185,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c12_sc']",-443.3089797916451,114.04662553122458
234,"['c12_sc', 'relaxed_formation_potential_energy_fcc']",-443.30921931449745,137.20788908143982
2334,"['c44_sc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-443.3535805940549,126.06971696781923
2076,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-443.3955508470924,139.06746632829496
1072,"['bulk_modulus_bcc', 'c12_sc', 'c11_fcc']",-443.4182402061104,117.57409015848668
1403,"['lattice_constant_fcc', 'c11_sc', 'relaxation_volume_fcc']",-443.4822936384354,119.36811292692543
1374,"['lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-443.48287502888553,126.14868270896635
1828,"['lattice_constant_bcc', 'thermal_expansion_coeff_fcc', 'bulk_modulus_sc']",-443.51763787814576,151.8381639307305
573,"['c11_bcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-443.5196743136372,130.6402501337844
1632,"['c44_bcc', 'lattice_constant_bcc', 'unstable_stack_energy_fcc']",-443.5767180699815,161.80070988507129
1841,"['lattice_constant_bcc', 'c12_bcc', 'c11_sc']",-443.58400127570167,121.45985739010341
1112,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-443.6031885115026,121.06323597300388
2935,"['unstable_stack_energy_slip_fraction_fcc', 'lattice_constant_sc', 'c11_fcc']",-443.62209832008995,107.02472353810104
2748,"['relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-443.6243307193303,133.47400551833223
2363,"['c44_sc', 'unstable_stack_energy_fcc', 'extr_stack_fault_energy_fcc']",-443.6624197449636,225.28646627218228
333,"['extr_stack_fault_energy_fcc', 'c11_fcc']",-443.66313281450573,133.6102156599255
642,"['c11_bcc', 'c11_sc', 'c11_fcc']",-443.67964768844945,106.2621948412477
2849,"['unrelaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc', 'c11_fcc']",-443.68238623256536,144.3369656128319
1117,"['bulk_modulus_bcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-443.74077135738105,180.39754246108822
2821,"['cohesive_energy_fcc', 'c11_sc', 'lattice_constant_sc']",-443.7429095534979,112.60862883164157
788,"['surface_energy_100_fcc', 'c12_bcc', 'c11_fcc']",-443.7701096881698,144.66557280447458
411,"['c11_bcc', 'lattice_constant_fcc', 'c12_fcc']",-443.7936962839589,129.69629648228687
294,"['relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-443.87073893836646,128.974822502496
2728,"['ideal_surface_energy_100_fcc', 'c11_fcc', 'relaxation_volume_fcc']",-443.91621911642875,135.76928113888002
692,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'lattice_constant_sc']",-443.95060413016006,138.36659765524203
2450,"['c12_sc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-444.00153042223906,97.19817736224331
936,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'ideal_surface_energy_100_fcc']",-444.0188560964768,123.50092815809813
1339,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-444.0424604153061,120.32397303283794
1833,"['lattice_constant_bcc', 'c12_bcc', 'ideal_surface_energy_100_fcc']",-444.1736250706716,165.36439915337232
924,"['surface_energy_100_fcc', 'c11_fcc', 'relaxation_volume_fcc']",-444.20858325130024,128.6135871849525
671,"['surface_energy_100_fcc', 'bulk_modulus_bcc', 'c11_fcc']",-444.2291009801964,135.78564731478878
534,"['c11_bcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-444.295889837437,124.0487653952068
2274,"['c44_sc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-444.29783320430226,142.01596041197905
1604,"['bulk_modulus_fcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-444.30994913491406,139.64157943189022
1344,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'bulk_modulus_sc']",-444.3233540790337,134.1094580914485
738,"['surface_energy_100_fcc', 'lattice_constant_bcc', 'c12_bcc']",-444.32604040529634,149.72577092063884
1123,"['bulk_modulus_bcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-444.3905426627795,124.96418423920848
2018,"['thermal_expansion_coeff_fcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-444.3933159120181,130.11103594416343
