,factors,cv_score,cv_score_std
849,"['surface_energy_100_fcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-452.5349866216027,129.5588264889083
528,"['c11_bcc', 'c44_sc', 'c11_fcc']",-452.56967965086807,135.56404536145945
2232,"['c12_bcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_fcc']",-452.673103514244,127.07670789388828
769,"['surface_energy_100_fcc', 'thermal_expansion_coeff_fcc', 'c11_sc']",-452.7380395557174,121.48882655311955
1256,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'relaxation_volume_fcc']",-452.78543270874223,141.815627804797
887,"['surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-452.78828343548685,137.44750446001092
1242,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'c12_sc']",-452.7887791446523,151.99057035190992
2799,"['cohesive_energy_fcc', 'c12_fcc', 'lattice_constant_sc']",-452.796912887541,112.64165887075225
176,"['lattice_constant_bcc', 'lattice_constant_sc']",-452.83086679699625,146.5870082201512
2795,"['cohesive_energy_fcc', 'c12_fcc', 'unstable_stack_energy_fcc']",-452.8610354545797,176.08580797195194
602,"['c11_bcc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-452.87751602575884,108.70737431217174
1630,"['c44_bcc', 'lattice_constant_bcc', 'unrelaxed_formation_potential_energy_fcc']",-452.90408328332853,159.52726198284492
473,"['c11_bcc', 'lattice_constant_bcc', 'extr_stack_fault_energy_fcc']",-452.9174894307956,161.82618945180687
1111,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'c11_fcc']",-452.9374435165794,112.4294119723286
1221,"['lattice_constant_fcc', 'lattice_constant_bcc', 'thermal_expansion_coeff_fcc']",-452.96076190748647,147.42500844550784
1512,"['bulk_modulus_fcc', 'c12_sc', 'lattice_constant_sc']",-452.99678172740374,102.99765702059915
2864,"['unrelaxed_formation_potential_energy_fcc', 'c11_fcc', 'relaxation_volume_fcc']",-452.9978350042106,141.6686978982711
178,"['lattice_constant_bcc', 'relaxation_volume_fcc']",-453.04479288508514,144.69535080734022
1262,"['lattice_constant_fcc', 'c12_bcc', 'ideal_surface_energy_100_fcc']",-453.0528546768629,135.693151950595
1970,"['lattice_constant_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-453.08932277170305,139.9371309576285
2782,"['relaxed_formation_potential_energy_fcc', 'lattice_constant_sc', 'bulk_modulus_sc']",-453.1021695355566,128.6485549955672
591,"['c11_bcc', 'relaxed_formation_potential_energy_fcc', 'c11_sc']",-453.1103066636905,114.79732514557239
789,"['surface_energy_100_fcc', 'c12_bcc', 'relaxation_volume_fcc']",-453.181250208426,126.44074484595572
399,"['c11_bcc', 'lattice_constant_fcc', 'c44_bcc']",-453.22461553447727,172.265308203046
1762,"['c44_bcc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-453.28511726445066,138.39842098982695
2667,"['ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'c12_fcc']",-453.28530249005814,139.98863379169003
472,"['c11_bcc', 'lattice_constant_bcc', 'unstable_stack_energy_fcc']",-453.30871565695577,177.2321161638921
1875,"['lattice_constant_bcc', 'c12_sc', 'relaxation_volume_fcc']",-453.31363861992435,138.94860342753728
1065,"['bulk_modulus_bcc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",-453.32468578185603,145.82959910068985
1264,"['lattice_constant_fcc', 'c12_bcc', 'cohesive_energy_fcc']",-453.38708718084916,133.8441712560767
1856,"['lattice_constant_bcc', 'c44_sc', 'unstable_stack_energy_slip_fraction_fcc']",-453.48855757018896,149.90521458786466
1753,"['c44_bcc', 'relaxed_formation_potential_energy_fcc', 'c11_fcc']",-453.5740651366939,139.65431919133033
1141,"['bulk_modulus_bcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_fcc']",-453.6333197512183,123.18478969801575
2382,"['c44_sc', 'c11_sc', 'c11_fcc']",-453.6916602347207,110.01903588750471
2353,"['c44_sc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-453.69483848825945,119.0267645182202
2855,"['unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'relaxation_volume_fcc']",-453.74011144158317,129.93244064657347
1257,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc', 'bulk_modulus_sc']",-453.74995080161005,133.42387084149559
2848,"['unrelaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc', 'lattice_constant_sc']",-453.76924661162997,134.02133884678824
286,"['relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-453.80838155772193,140.32179101466372
687,"['surface_energy_100_fcc', 'lattice_constant_fcc', 'c12_fcc']",-453.8876172586218,151.4277327434963
812,"['surface_energy_100_fcc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",-453.9311920885538,131.3681496755392
1907,"['lattice_constant_bcc', 'ideal_surface_energy_100_fcc', 'c12_fcc']",-453.99907927939614,141.7679847144853
1400,"['lattice_constant_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'bulk_modulus_sc']",-454.0171788170985,159.3386268000538
2127,"['thermal_expansion_coeff_fcc', 'c11_sc', 'relaxation_volume_fcc']",-454.0752988675676,105.89464894007105
1140,"['bulk_modulus_bcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-454.076994862576,140.0517735443296
302,"['cohesive_energy_fcc', 'lattice_constant_sc']",-454.0783454010419,121.82677054098568
277,"['ideal_surface_energy_100_fcc', 'unstable_stack_energy_fcc']",-454.08655451752304,157.809674046489
607,"['c11_bcc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-454.11675633443457,188.45305882988
1553,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-454.18352196673453,138.3466701399885
1551,"['bulk_modulus_fcc', 'ideal_surface_energy_100_fcc', 'lattice_constant_sc']",-454.23424920071227,146.57528166806117
1376,"['lattice_constant_fcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-454.2706428702734,117.66228530902742
1371,"['lattice_constant_fcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-454.29016572475604,137.2835280888468
2745,"['relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_sc']",-454.2999327003004,122.91623858643383
1996,"['thermal_expansion_coeff_fcc', 'c12_bcc', 'c11_fcc']",-454.37910168150665,121.7145278491992
2791,"['cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-454.4157066470105,103.26078769081813
1132,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'c11_fcc']",-454.4318095451872,138.60332308184044
461,"['c11_bcc', 'lattice_constant_bcc', 'thermal_expansion_coeff_fcc']",-454.4327693620551,137.63468358905445
1115,"['bulk_modulus_bcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-454.482396360342,144.53630522168584
2858,"['unrelaxed_formation_potential_energy_fcc', 'c11_sc', 'c11_fcc']",-454.51539534112595,114.34334893786041
2214,"['c12_bcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-454.53866538789117,127.12166609118546
186,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-454.53969757986977,144.80765304114001
1673,"['c44_bcc', 'c12_bcc', 'relaxation_volume_fcc']",-454.5598041267218,118.66352982656925
171,"['lattice_constant_bcc', 'c12_fcc']",-454.5887205098513,127.17497808791627
1845,"['lattice_constant_bcc', 'c12_bcc', 'bulk_modulus_sc']",-454.59422686471834,129.4494829787013
1812,"['lattice_constant_bcc', 'thermal_expansion_coeff_fcc', 'c44_sc']",-454.6178669791669,130.3600571374948
1950,"['lattice_constant_bcc', 'c12_fcc', 'lattice_constant_sc']",-454.682724862833,143.86252780914242
2866,"['unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-454.68558547751974,129.920645835336
437,"['c11_bcc', 'bulk_modulus_fcc', 'lattice_constant_sc']",-454.6973745666977,131.84312849735193
86,"['bulk_modulus_bcc', 'relaxed_formation_potential_energy_fcc']",-454.7252683715679,143.38822719386962
990,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'thermal_expansion_coeff_fcc']",-454.80248522790396,140.47921937546542
1481,"['bulk_modulus_fcc', 'c12_bcc', 'lattice_constant_sc']",-454.8435186434079,137.5321311515492
1199,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'relaxation_volume_fcc']",-454.84743264672585,134.21919973922257
2827,"['cohesive_energy_fcc', 'lattice_constant_sc', 'bulk_modulus_sc']",-454.8675346472689,103.0178012865733
2193,"['c12_bcc', 'ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-454.88071081420134,131.1896015741631
1232,"['lattice_constant_fcc', 'lattice_constant_bcc', 'unstable_stack_energy_fcc']",-454.9049315002894,180.37626912944188
293,"['relaxed_formation_potential_energy_fcc', 'c11_fcc']",-454.9169030731865,131.26722773052018
2326,"['c44_sc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-454.93481186591924,138.2442254731084
1184,"['lattice_constant_fcc', 'bulk_modulus_fcc', 'c44_sc']",-454.9542271243968,144.76725575688602
2227,"['c12_bcc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-455.0143454112203,183.7741854984984
1032,"['bulk_modulus_bcc', 'c12_bcc', 'relaxed_formation_potential_energy_fcc']",-455.016989801941,139.0718152592145
1636,"['c44_bcc', 'lattice_constant_bcc', 'lattice_constant_sc']",-455.0806228035113,139.91113035244268
273,"['ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-455.12322203559887,140.1517927560394
2736,"['relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc', 'c11_sc']",-455.1390060821093,103.53316836747274
918,"['surface_energy_100_fcc', 'c11_sc', 'c11_fcc']",-455.1585947914895,114.76601582445082
590,"['c11_bcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-455.2462520634673,135.94955850442688
478,"['c11_bcc', 'lattice_constant_bcc', 'relaxation_volume_fcc']",-455.2657678890534,157.86332076550357
112,"['lattice_constant_fcc', 'unstable_stack_energy_fcc']",-455.29925819192715,175.51300277503805
100,"['lattice_constant_fcc', 'lattice_constant_bcc']",-455.34655831311636,146.21672396525022
2070,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-455.35265334336884,129.77660893136405
1747,"['c44_bcc', 'relaxed_formation_potential_energy_fcc', 'c12_fcc']",-455.408634041233,149.87338390613533
39,"['c11_bcc', 'relaxed_formation_potential_energy_fcc']",-455.45106692608044,150.23016654194248
1001,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'unstable_stack_energy_fcc']",-455.46542077336454,186.71165109794475
1131,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-455.4940369612611,100.01991035016155
1785,"['c44_bcc', 'unstable_stack_energy_fcc', 'c11_sc']",-455.5202693096383,182.4630204883863
6,['lattice_constant_bcc'],-455.5351452973569,148.24913874579377
2492,"['c12_sc', 'lattice_constant_sc', 'bulk_modulus_sc']",-455.5546427673955,105.22427276131266
2766,"['relaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc', 'c11_sc']",-455.5696675591324,113.83941560816876
2064,"['thermal_expansion_coeff_fcc', 'ideal_surface_energy_100_fcc', 'c11_sc']",-455.57772208705376,128.49550507220798
2901,"['unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-455.59935579612136,149.59661831357536
2912,"['unstable_stack_energy_fcc', 'lattice_constant_sc', 'bulk_modulus_sc']",-455.6158543748718,164.9454173144037
2735,"['relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-455.65490775542764,144.13611916926249
2020,"['thermal_expansion_coeff_fcc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",-455.7316294413887,141.83200884863794
2943,"['c11_sc', 'lattice_constant_sc', 'bulk_modulus_sc']",-455.84012689192764,99.77761370056872
811,"['surface_energy_100_fcc', 'c12_sc', 'cohesive_energy_fcc']",-455.8557211613436,137.53722057341304
2756,"['relaxed_formation_potential_energy_fcc', 'c12_fcc', 'relaxation_volume_fcc']",-455.9546687799779,137.6667759582823
2771,"['relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_sc']",-455.9556185421351,148.9736578552049
2211,"['c12_bcc', 'relaxed_formation_potential_energy_fcc', 'c11_sc']",-455.99474257676803,130.59274330965704
1215,"['lattice_constant_fcc', 'c44_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-456.01657419406916,136.88461368534644
1057,"['bulk_modulus_bcc', 'c44_sc', 'c11_fcc']",-456.072215177337,125.39262410953289
474,"['c11_bcc', 'lattice_constant_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-456.0727936173262,136.27193765338404
536,"['c11_bcc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",-456.0746914534065,132.99900911172745
1745,"['c44_bcc', 'relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc']",-456.1081506043836,139.70306084665077
2342,"['c44_sc', 'cohesive_energy_fcc', 'lattice_constant_sc']",-456.1734607994165,108.7790757227203
63,"['surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc']",-456.1757393459318,129.19378684715562
2740,"['relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc', 'bulk_modulus_sc']",-456.18332766341445,127.4907329985109
2344,"['c44_sc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-456.21303241113577,106.9262214795577
2079,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-456.21480079212944,154.50633880736805
993,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'c12_sc']",-456.21605712721805,145.99659174726273
1377,"['lattice_constant_fcc', 'c12_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-456.23158445406153,142.00950371257835
2753,"['relaxed_formation_potential_energy_fcc', 'c12_fcc', 'c11_sc']",-456.2405930682925,141.9482704707047
2942,"['c11_sc', 'lattice_constant_sc', 'relaxation_volume_fcc']",-456.27507774088593,112.35750354508193
2095,"['thermal_expansion_coeff_fcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-456.3604089444118,129.81346051601994
2783,"['relaxed_formation_potential_energy_fcc', 'c11_fcc', 'relaxation_volume_fcc']",-456.37018114251634,134.8604637849128
610,"['c11_bcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_sc']",-456.413331562136,125.26952098815102
1639,"['c44_bcc', 'lattice_constant_bcc', 'bulk_modulus_sc']",-456.4214944896531,129.5074931411342
1562,"['bulk_modulus_fcc', 'relaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-456.48250094294906,122.97925305672031
1005,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'lattice_constant_sc']",-456.5046418047301,163.2271895785462
1167,"['bulk_modulus_bcc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_fcc']",-456.5608150248782,125.18693386107212
1846,"['lattice_constant_bcc', 'c44_sc', 'c12_sc']",-456.58473045389354,139.01067241896013
966,"['bulk_modulus_bcc', 'bulk_modulus_fcc', 'lattice_constant_sc']",-456.585081468257,116.08122022211646
1564,"['bulk_modulus_fcc', 'relaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-456.63196780585866,128.40361992261265
2751,"['relaxed_formation_potential_energy_fcc', 'c12_fcc', 'extr_stack_fault_energy_fcc']",-456.7277920935911,144.46855651632777
401,"['c11_bcc', 'lattice_constant_fcc', 'thermal_expansion_coeff_fcc']",-456.7365700690577,151.20355567252653
98,"['lattice_constant_fcc', 'bulk_modulus_fcc']",-456.7445967789185,138.26659918764187
2075,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc', 'c11_sc']",-456.7664995500217,120.00695607483858
287,"['relaxed_formation_potential_energy_fcc', 'c12_fcc']",-456.79319635580765,157.0462427757412
2200,"['c12_bcc', 'ideal_surface_energy_100_fcc', 'c11_sc']",-456.8088666995537,113.4351847489451
1987,"['thermal_expansion_coeff_fcc', 'c12_bcc', 'relaxed_formation_potential_energy_fcc']",-456.82192237539977,135.6010943990246
2331,"['c44_sc', 'relaxed_formation_potential_energy_fcc', 'c11_sc']",-456.8274484132472,129.80360609544
612,"['c11_bcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_fcc']",-456.8691270231665,108.37475532725979
2673,"['ideal_surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'c11_fcc']",-456.91247797974756,120.51519736510195
1336,"['lattice_constant_fcc', 'ideal_surface_energy_100_fcc', 'c12_fcc']",-456.99546055660085,142.75834838277484
1860,"['lattice_constant_bcc', 'c44_sc', 'relaxation_volume_fcc']",-457.0046642044229,129.14847163822012
456,"['c11_bcc', 'c44_bcc', 'c11_sc']",-457.0746409133104,120.99091364675819
342,"['c11_sc', 'c11_fcc']",-457.2377807890802,117.30271693065674
581,"['c11_bcc', 'ideal_surface_energy_100_fcc', 'lattice_constant_sc']",-457.23862264698363,143.1071220931138
2065,"['thermal_expansion_coeff_fcc', 'ideal_surface_energy_100_fcc', 'lattice_constant_sc']",-457.30956172200035,135.82464642100086
2125,"['thermal_expansion_coeff_fcc', 'c11_sc', 'lattice_constant_sc']",-457.31163762149464,136.68246094239194
1265,"['lattice_constant_fcc', 'c12_bcc', 'unrelaxed_formation_potential_energy_fcc']",-457.33760307234144,125.919514767905
1830,"['lattice_constant_bcc', 'c12_bcc', 'c12_sc']",-457.42619864823547,158.53069760720172
2276,"['c44_sc', 'c12_sc', 'unrelaxed_formation_potential_energy_fcc']",-457.43848745418234,142.38402322475596
163,"['lattice_constant_bcc', 'c44_sc']",-457.4890450345529,137.33747835049192
2775,"['relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'bulk_modulus_sc']",-457.4984389415107,163.30788117010803
1109,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'c11_sc']",-457.5566623618134,108.58917541582842
866,"['surface_energy_100_fcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-457.56618387813904,137.26931919331432
503,"['c11_bcc', 'c12_bcc', 'relaxed_formation_potential_energy_fcc']",-457.5877327952484,139.6665109350831
1634,"['c44_bcc', 'lattice_constant_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-457.6033957010797,145.06284368295954
1007,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'relaxation_volume_fcc']",-457.60579365273003,132.72560461182144
1224,"['lattice_constant_fcc', 'lattice_constant_bcc', 'c12_sc']",-457.6406109333315,127.83666390381035
2483,"['c12_sc', 'unstable_stack_energy_slip_fraction_fcc', 'c11_fcc']",-457.64257626789714,115.61321996810211
463,"['c11_bcc', 'lattice_constant_bcc', 'c44_sc']",-457.68955007069695,149.760532968119
2701,"['ideal_surface_energy_100_fcc', 'c12_fcc', 'relaxation_volume_fcc']",-457.70467061450165,141.69609109253355
2233,"['c12_bcc', 'unrelaxed_formation_potential_energy_fcc', 'relaxation_volume_fcc']",-457.7222295000039,143.56431842153935
78,"['bulk_modulus_bcc', 'lattice_constant_bcc']",-457.7336628451433,143.1622220707107
2932,"['unstable_stack_energy_slip_fraction_fcc', 'c11_sc', 'c11_fcc']",-457.79762078168704,115.68682855381529
2333,"['c44_sc', 'relaxed_formation_potential_energy_fcc', 'c11_fcc']",-457.8099848470559,116.89538944085128
2908,"['unstable_stack_energy_fcc', 'c11_sc', 'relaxation_volume_fcc']",-457.84525722901265,256.0112538245413
886,"['surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc', 'c11_sc']",-457.85200008869646,140.23502640008454
464,"['c11_bcc', 'lattice_constant_bcc', 'c12_sc']",-457.87527628858174,141.92653990712017
2809,"['cohesive_energy_fcc', 'unstable_stack_energy_fcc', 'bulk_modulus_sc']",-457.88005964073676,175.2621723038985
512,"['c11_bcc', 'c12_bcc', 'c11_fcc']",-457.94853169891906,130.79129066375222
771,"['surface_energy_100_fcc', 'thermal_expansion_coeff_fcc', 'c11_fcc']",-458.04017595531445,125.83929578302111
371,"['c11_bcc', 'surface_energy_100_fcc', 'lattice_constant_sc']",-458.0455701130582,126.52204742125988
1003,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'unstable_stack_energy_slip_fraction_fcc']",-458.0490807806271,138.58111478928876
2488,"['c12_sc', 'c11_sc', 'relaxation_volume_fcc']",-458.0533604829023,96.18063281180174
291,"['relaxed_formation_potential_energy_fcc', 'c11_sc']",-458.0707020666787,121.29134777139166
1743,"['c44_bcc', 'ideal_surface_energy_100_fcc', 'relaxation_volume_fcc']",-458.13517844315044,130.5195922038899
580,"['c11_bcc', 'ideal_surface_energy_100_fcc', 'c11_sc']",-458.1447908781827,125.556815289834
908,"['surface_energy_100_fcc', 'extr_stack_fault_energy_fcc', 'lattice_constant_sc']",-458.14589205983924,138.501332954606
1125,"['bulk_modulus_bcc', 'cohesive_energy_fcc', 'unrelaxed_formation_potential_energy_fcc']",-458.1598748060413,155.77829649105783
1504,"['bulk_modulus_fcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-458.17580295306635,132.54980887117472
1120,"['bulk_modulus_bcc', 'relaxed_formation_potential_energy_fcc', 'c11_sc']",-458.19938461984174,104.38716589764415
114,"['lattice_constant_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-458.2627677443908,155.44295559311328
2872,"['c12_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-458.27155766598185,227.55139388270763
2840,"['unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-458.2747790052521,203.3610206187652
940,"['bulk_modulus_bcc', 'lattice_constant_fcc', 'c12_fcc']",-458.2959268340055,135.69778511389092
2946,"['c11_sc', 'relaxation_volume_fcc', 'bulk_modulus_sc']",-458.299855412618,124.1856974794119
2763,"['relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-458.34518291546544,186.0649293775834
101,"['lattice_constant_fcc', 'thermal_expansion_coeff_fcc']",-458.39999231693776,132.22072597325933
804,"['surface_energy_100_fcc', 'c44_sc', 'c11_fcc']",-458.4267895589684,158.06075209405984
476,"['c11_bcc', 'lattice_constant_bcc', 'lattice_constant_sc']",-458.42687320763014,149.44078523277668
439,"['c11_bcc', 'bulk_modulus_fcc', 'relaxation_volume_fcc']",-458.43357375583525,104.88611720481839
923,"['surface_energy_100_fcc', 'lattice_constant_sc', 'bulk_modulus_sc']",-458.4619482158128,129.15712219386495
2071,"['thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc', 'c12_fcc']",-458.4970727885963,137.86593410404637
626,"['c11_bcc', 'unstable_stack_energy_fcc', 'lattice_constant_sc']",-458.5103528522296,169.89383443684181
2231,"['c12_bcc', 'unrelaxed_formation_potential_energy_fcc', 'lattice_constant_sc']",-458.55218088142686,124.67870656174966
2432,"['c12_sc', 'relaxed_formation_potential_energy_fcc', 'c12_fcc']",-458.60998247253156,134.16955646787181
2738,"['relaxed_formation_potential_energy_fcc', 'cohesive_energy_fcc', 'c11_fcc']",-458.6236803190652,147.40920123169354
1855,"['lattice_constant_bcc', 'c44_sc', 'extr_stack_fault_energy_fcc']",-458.6853371227742,138.588961712166
2154,"['c12_bcc', 'c12_sc', 'relaxed_formation_potential_energy_fcc']",-458.7120551286221,123.45397012086353
1965,"['lattice_constant_bcc', 'extr_stack_fault_energy_fcc', 'relaxation_volume_fcc']",-458.7223657803325,147.72640569051987
1629,"['c44_bcc', 'lattice_constant_bcc', 'cohesive_energy_fcc']",-458.7226115888171,132.195299500462
370,"['c11_bcc', 'surface_energy_100_fcc', 'c11_sc']",-458.7449482792357,114.5764611088047
1286,"['lattice_constant_fcc', 'c44_sc', 'c11_sc']",-458.78758886379785,130.88866063553613
802,"['surface_energy_100_fcc', 'c44_sc', 'c11_sc']",-458.79328252919976,144.9346029382307
1858,"['lattice_constant_bcc', 'c44_sc', 'lattice_constant_sc']",-458.8047657049163,151.6527775078292
1358,"['lattice_constant_fcc', 'cohesive_energy_fcc', 'unstable_stack_energy_fcc']",-458.81177315778837,161.57457203027656
2853,"['unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc', 'lattice_constant_sc']",-458.8306971338525,139.0153087840913
326,"['unstable_stack_energy_fcc', 'lattice_constant_sc']",-458.84751974586976,172.40702195064807
1104,"['bulk_modulus_bcc', 'ideal_surface_energy_100_fcc', 'unrelaxed_formation_potential_energy_fcc']",-458.85037194839435,140.61381888138
589,"['c11_bcc', 'relaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-458.85494976141854,129.54088768540214
1388,"['lattice_constant_fcc', 'unstable_stack_energy_fcc', 'relaxation_volume_fcc']",-458.8619885979498,185.02534080107736
400,"['c11_bcc', 'lattice_constant_fcc', 'lattice_constant_bcc']",-458.8639192122624,140.66367749753832
1749,"['c44_bcc', 'relaxed_formation_potential_energy_fcc', 'extr_stack_fault_energy_fcc']",-458.8683625246105,152.7576577963113
2148,"['c12_bcc', 'c44_sc', 'c11_fcc']",-458.8856535381348,117.2590960916286
2742,"['relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'unstable_stack_energy_fcc']",-458.8954162280295,217.9326302759496
664,"['surface_energy_100_fcc', 'bulk_modulus_bcc', 'unrelaxed_formation_potential_energy_fcc']",-458.9154142628052,153.1971081227675
1002,"['bulk_modulus_bcc', 'lattice_constant_bcc', 'extr_stack_fault_energy_fcc']",-458.9391965890915,153.0664316132027
1624,"['c44_bcc', 'lattice_constant_bcc', 'c12_sc']",-458.9439584137563,128.8293300480782
1764,"['c44_bcc', 'cohesive_energy_fcc', 'relaxation_volume_fcc']",-458.9988263124543,115.79139936011602
1211,"['lattice_constant_fcc', 'c44_bcc', 'unrelaxed_formation_potential_energy_fcc']",-459.0024849665768,150.2194235515826
2749,"['relaxed_formation_potential_energy_fcc', 'unrelaxed_formation_potential_energy_fcc', 'bulk_modulus_sc']",-459.02977854127937,130.7115421466417
1611,"['bulk_modulus_fcc', 'c11_sc', 'lattice_constant_sc']",-459.05212429182905,103.81510009090817
95,"['bulk_modulus_bcc', 'c11_fcc']",-459.11774620163646,109.02868886889826
856,"['surface_energy_100_fcc', 'ideal_surface_energy_100_fcc', 'c11_sc']",-459.11890844323506,138.95368230066848
2003,"['thermal_expansion_coeff_fcc', 'c44_sc', 'relaxed_formation_potential_energy_fcc']",-459.1573394741304,168.5331060995026
1873,"['lattice_constant_bcc', 'c12_sc', 'lattice_constant_sc']",-459.18766409259456,131.90117283590297
2727,"['ideal_surface_energy_100_fcc', 'lattice_constant_sc', 'bulk_modulus_sc']",-459.21108696649094,147.16957782194953
1015,"['bulk_modulus_bcc', 'thermal_expansion_coeff_fcc', 'relaxed_formation_potential_energy_fcc']",-459.24019895191066,130.00329964248732
1119,"['bulk_modulus_bcc', 'relaxed_formation_potential_energy_fcc', 'unstable_stack_energy_slip_fraction_fcc']",-459.2630297029922,122.60706143800583
2681,"['ideal_surface_energy_100_fcc', 'cohesive_energy_fcc', 'c11_sc']",-459.2872976551453,114.83454535099935
